EmployeeID;Branch       ;Tenure;Salary;Department              ;JobSatisfaction;WorkLifeBalance;CommuteDistance;MaritalStatus;Education  ;PerformanceRating;TrainingHours;OverTime;NumProjects;YearsSincePromotion;EnvironmentSatisfaction;ChurnLikelihood           
      1120;Miami        ;    10; 83000;Sales                   ;              3;              4;Medium         ;Married      ;Bachelor   ;      3.333333333;           18;True    ;          3;                  1;                      2;Highly Likely to Churn    
      1121;Los Angeles  ;     5; 64500;IT Support              ;              2;            3.5;Medium         ;Married      ;High School;      3.666666667;           32;True    ;          3;                  0;                      3;Moderately Likely to Churn
      1122;Chicago      ;    11; 69000;Product Management      ;              4;            3.5;Short          ;Single       ;High School;                4;           72;True    ;          5;                  3;                      4;Slightly Likely to Churn  
      1123;Scranton     ;    15; 65000;Procurement             ;              4;    4.933899165;Short          ;Single       ;Bachelor   ;      3.889654211;  23.59794666;True    ;4.233075964;                  5;             2.81474975;Moderately Likely to Churn
      1124;Denver       ;    11; 64500;Quality Assurance       ;              5;            3.5;Short          ;Married      ;Bachelor   ;      3.333333333;           36;True    ;          4;                  0;                      3;Highly Likely to Churn    
      1125;Atlanta      ;    27; 90000;Accounting              ;              2;    4.142501164;Short          ;Divorced     ;Bachelor   ;      3.872856829;  23.61200186;        ;4.762244557;                 14;            3.069507682;Highly Likely to Churn    
      1126;Denver       ;     5; 49500;Customer Service        ;              2;              4;Short          ;Divorced     ;High School;      3.333333333;             ;True    ;          4;                  0;                      3;Highly Likely to Churn    
      1127;Los Angeles  ;     9; 75000;Sales                   ;              2;              4;Medium         ;Married      ;Bachelor   ;      3.333333333;           18;        ;          3;                  2;                      2;Highly Likely to Churn    
      1128;San Francisco;     7; 65500;Product Management      ;              1;              3;Long           ;Single       ;High School;      3.333333333;           56;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1129;New York     ;    10; 73000;Human Resources         ;              4;              4;Medium         ;Divorced     ;Bachelor   ;      3.333333333;           30;True    ;          4;                  2;                      3;Moderately Likely to Churn
      1130;Atlanta      ;     3; 68000;Sales                   ;              3;            3.5;Short          ;Married      ;Bachelor   ;      3.333333333;             ;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1131;Chicago      ;     7; 62500;Customer Service        ;              5;    3.404301788;Short          ;Married      ;Bachelor   ;      2.682357217;  29.01681795;True    ;3.409176242;                  0;            3.286783741;Highly Likely to Churn    
      1132;San Francisco;     8; 78500;Accounting              ;              3;            3.5;Short          ;Married      ;Bachelor   ;      3.666666667;             ;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1133;Scranton     ;     4; 51500;Human Resources         ;              5;            4.5;Medium         ;Married      ;High School;      3.666666667;           80;True    ;          3;                  0;                      3;Moderately Likely to Churn
      1134;Los Angeles  ;     6; 65500;Administration          ;              2;            3.5;Medium         ;Single       ;Bachelor   ;      2.666666667;           12;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1135;Seattle      ;     8; 69500;Marketing               ;              5;    4.616617907;Short          ;Married      ;High School;      2.894754127;  64.25748919;True    ; 4.33935225;                  1;            2.641420448;Moderately Likely to Churn
      1136;Dallas       ;     4; 59500;Operations              ;              4;              4;Short          ;Married      ;Bachelor   ;      3.333333333;           24;True    ;          2;                  0;                      1;Highly Likely to Churn    
      1137;Philadelphia ;     5; 75000;Research and Development;              5;              5;Long           ;Divorced     ;Master     ;                5;           36;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1138;New York     ;     3; 78000;IT Support              ;              5;              4;Long           ;Married      ;Master     ;                3;           24;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1139;Miami        ;    20;      ;IT Support              ;              2;              4;Medium         ;Married      ;Bachelor   ;                3;           12;True    ;          3;                  6;                      3;Highly Likely to Churn    
      1140;Boston       ;     8; 80500;IT Support              ;              4;            3.5;Short          ;Married      ;Bachelor   ;                3;           36;True    ;          3;                  0;                      3;Moderately Likely to Churn
      1141;Philadelphia ;     6; 74500;Sales                   ;              4;            3.5;Short          ;Married      ;Bachelor   ;                3;           12;True    ;          4;                  0;                      4;Slightly Likely to Churn  
      1142;Chicago      ;     2; 59500;Customer Service        ;              3;              4;Short          ;Married      ;High School;      3.333333333;           56;True    ;           ;                  0;                      2;Highly Likely to Churn    
      1143;Scranton     ;    11; 66000;Marketing               ;              4;              4;Short          ;Divorced     ;Bachelor   ;      3.333333333;             ;True    ;          3;                  1;                      2;Highly Likely to Churn    
      1144;Scranton     ;    14; 68500;Product Management      ;              3;    4.608253591;Medium         ;Married      ;High School;      2.550412222;  48.43972205;True    ; 3.10726164;                  3;            2.070924276;Highly Likely to Churn    
      1145;San Francisco;     5; 62500;Operations              ;              3;              3;Long           ;Married      ;Bachelor   ;      2.666666667;           12;True    ;          3;                  0;                      3;Moderately Likely to Churn
      1146;Atlanta      ;     9; 71000;Operations              ;              3;            4.5;Short          ;Married      ;Bachelor   ;                3;           18;True    ;          2;                  1;                      1;Highly Likely to Churn    
      1147;Dallas       ;     3; 56500;Product Management      ;              3;            3.5;Medium         ;Divorced     ;Bachelor   ;      3.333333333;           18;True    ;          4;                  0;                      2;Highly Likely to Churn    
      1148;Dallas       ;     7; 66500;Quality Assurance       ;              3;              5;Medium         ;Married      ;Bachelor   ;      4.333333333;           18;True    ;           ;                  0;                      3;Moderately Likely to Churn
      1149;Denver       ;    10; 67000;Customer Service        ;              2;              3;Long           ;Married      ;Bachelor   ;                3;           18;True    ;          4;                  4;                      2;Highly Likely to Churn    
      1150;Atlanta      ;    15; 62000;Customer Service        ;              1;              4;Medium         ;Married      ;High School;      3.333333333;           64;True    ;          4;                  3;                      3;Highly Likely to Churn    
      1151;Scranton     ;     6; 56500;Marketing               ;              5;              4;Medium         ;Married      ;Bachelor   ;      3.666666667;             ;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1152;San Francisco;    10; 57500;Facilities Management   ;              4;            3.5;Short          ;Married      ;Bachelor   ;                4;           36;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1153;Boston       ;     5; 58500;Research and Development;              4;            2.5;Medium         ;Single       ;Bachelor   ;      2.666666667;             ;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1154;Los Angeles  ;     9; 64500;Sales                   ;              5;            3.5;Long           ;Married      ;High School;      3.333333333;           80;True    ;          3;                  1;                      3;Moderately Likely to Churn
      1155;Seattle      ;     4;      ;Accounting              ;              4;              4;Medium         ;Married      ;High School;                4;           48;True    ;          4;                  0;                      2;Highly Likely to Churn    
      1156;San Francisco;     3; 73500;Product Management      ;              5;              5;Short          ;Divorced     ;Bachelor   ;      3.666666667;           30;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1157;Scranton     ;     6; 57000;Procurement             ;              5;            4.5;Medium         ;Divorced     ;High School;                4;           56;True    ;          4;                  0;                      2;Highly Likely to Churn    
      1158;Scranton     ;     9; 58000;Human Resources         ;              2;            3.5;Long           ;Divorced     ;High School;      3.666666667;           96;True    ;          3;                  1;                      3;Moderately Likely to Churn
      1159;Denver       ;     8; 72500;Research and Development;              2;            3.5;Short          ;Married      ;Bachelor   ;      3.333333333;           24;True    ;          3;                  2;                      1;Highly Likely to Churn    
      1160;Chicago      ;     3; 63000;Human Resources         ;              5;            3.5;Medium         ;Married      ;Bachelor   ;      3.333333333;           24;True    ;           ;                  0;                      2;Highly Likely to Churn    
      1161;Los Angeles  ;    16; 73000;Research and Development;              5;              4;Medium         ;Married      ;High School;                4;           88;True    ;          5;                  4;                      4;Slightly Likely to Churn  
      1162;Boston       ;    10; 69000;Customer Service        ;              4;              4;Short          ;Single       ;Bachelor   ;      3.666666667;             ;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1163;San Francisco;     9; 67500;Customer Service        ;              4;            4.5;Medium         ;Married      ;Bachelor   ;      4.333333333;           24;True    ;          4;                  3;                      3;Moderately Likely to Churn
      1164;Chicago      ;     9; 70000;Legal                   ;              5;              3;Long           ;Divorced     ;Bachelor   ;      3.333333333;           12;True    ;          3;                  3;                      2;Highly Likely to Churn    
      1165;Philadelphia ;     7; 67500;Procurement             ;              5;              4;Medium         ;Married      ;Bachelor   ;                4;           30;True    ;          4;                  0;                      2;Highly Likely to Churn    
      1166;Scranton     ;     7; 58500;Legal                   ;              3;              4;Long           ;Married      ;Bachelor   ;                4;             ;True    ;          5;                  1;                      3;Moderately Likely to Churn
      1167;Seattle      ;     2; 59000;IT Support              ;              3;              3;Medium         ;Single       ;Bachelor   ;                3;           30;True    ;          5;                  0;                      3;Moderately Likely to Churn
      1168;Atlanta      ;    18; 70500;Customer Service        ;              4;            3.5;Long           ;Single       ;Bachelor   ;      3.666666667;           18;True    ;          4;                  3;                      2;Highly Likely to Churn    
      1169;Scranton     ;     9; 61500;Product Management      ;              3;            3.5;Medium         ;Married      ;Bachelor   ;      3.333333333;           12;True    ;           ;                  1;                      3;Moderately Likely to Churn
      1170;San Francisco;     6; 70500;Human Resources         ;              2;              4;Medium         ;Married      ;Bachelor   ;                4;           24;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1171;Scranton     ;     7; 69000;Research and Development;              4;              3;Medium         ;Single       ;Bachelor   ;      3.333333333;           36;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1172;New York     ;    11; 70000;Customer Service        ;              4;              4;Long           ;Divorced     ;Bachelor   ;                3;           24;True    ;          4;                  3;                      2;Highly Likely to Churn    
      1173;Atlanta      ;    14; 77000;Marketing               ;              3;            3.5;Short          ;Married      ;Bachelor   ;                 ;           30;True    ;          4;                  7;                      2;Highly Likely to Churn    
      1174;New York     ;     4; 59000;Administration          ;              5;            4.5;Long           ;Married      ;High School;      3.333333333;           80;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1175;Atlanta      ;     7; 70000;Sales                   ;              3;               ;Medium         ;Married      ;Bachelor   ;      3.914559241;             ;True    ; 3.55601227;                  1;            3.749952631;Highly Likely to Churn    
      1176;Scranton     ;    13; 60000;Research and Development;              5;              4;Medium         ;Married      ;High School;                4;           72;True    ;          5;                  1;                      4;Slightly Likely to Churn  
      1177;Boston       ;     8; 59500;Customer Service        ;              3;            4.5;Long           ;Married      ;Bachelor   ;      3.666666667;           36;        ;          4;                  2;                      3;Moderately Likely to Churn
      1178;Dallas       ;     5; 60000;Research and Development;              2;              5;Medium         ;Married      ;Bachelor   ;      3.333333333;           18;True    ;          3;                  0;                      3;Moderately Likely to Churn
      1179;Chicago      ;     8; 71500;Administration          ;              3;            3.5;Medium         ;Married      ;Master     ;      3.333333333;             ;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1180;Boston       ;     1; 67500;Sales                   ;              5;            3.5;Medium         ;Married      ;Bachelor   ;      3.666666667;           12;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1181;Atlanta      ;     3; 62000;Marketing               ;              4;            3.5;Long           ;Single       ;High School;      3.333333333;           80;True    ;          4;                  0;                      3;Highly Likely to Churn    
      1182;Scranton     ;     3; 44500;Accounting              ;              5;            3.5;Medium         ;Married      ;High School;      3.666666667;           40;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1183;Dallas       ;     8; 62000;Accounting              ;              4;              4;Long           ;Single       ;High School;      3.333333333;           88;        ;          4;                  1;                      2;Highly Likely to Churn    
      1184;Denver       ;      ; 59000;Human Resources         ;              3;            4.5;Medium         ;Married      ;Bachelor   ;                4;           30;True    ;          4;                  0;                      3;Highly Likely to Churn    
      1185;New York     ;     6; 68500;Marketing               ;               ;            4.5;Medium         ;Married      ;High School;      3.666666667;           48;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1186;Los Angeles  ;     3; 73000;Accounting              ;              3;              4;Long           ;Married      ;Bachelor   ;      3.333333333;           24;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1187;Philadelphia ;     8; 66500;Human Resources         ;              2;            3.5;Short          ;Married      ;Bachelor   ;      3.666666667;             ;True    ;          4;                  2;                      4;Moderately Likely to Churn
      1188;Philadelphia ;     8; 83500;Legal                   ;              2;              4;Medium         ;Married      ;Bachelor   ;      3.333333333;           24;True    ;          2;                  1;                      2;Highly Likely to Churn    
      1189;Boston       ;    11; 76000;Sales                   ;              5;              4;Long           ;Married      ;Bachelor   ;                3;           24;True    ;          2;                  5;                      2;Highly Likely to Churn    
      1190;Philadelphia ;     8; 76000;Sales                   ;              3;              4;Long           ;Married      ;Master     ;      3.666666667;           18;True    ;          4;                  2;                      3;Moderately Likely to Churn
      1191;Philadelphia ;     9; 70500;Marketing               ;              5;            3.5;Medium         ;Single       ;High School;                4;           72;True    ;          5;                  3;                      4;Slightly Likely to Churn  
      1192;Seattle      ;     1; 56500;Quality Assurance       ;              3;              4;Medium         ;Married      ;Bachelor   ;      3.666666667;           12;True    ;          4;                  0;                      4;Moderately Likely to Churn
      1193;New York     ;     3; 69000;Product Management      ;              2;              4;Short          ;Divorced     ;Bachelor   ;      3.666666667;           18;True    ;          3;                  0;                      3;Moderately Likely to Churn
      1194;Miami        ;     3; 62000;Accounting              ;              3;            3.5;Medium         ;Divorced     ;Bachelor   ;      3.333333333;           30;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1195;San Francisco;    12; 65500;Accounting              ;              5;              4;Long           ;Married      ;Bachelor   ;      3.333333333;           36;True    ;          4;                  3;                      3;Moderately Likely to Churn
      1196;New York     ;    11; 73500;Quality Assurance       ;              5;              4;Short          ;Divorced     ;Bachelor   ;      3.333333333;           12;True    ;          3;                  2;                      2;Highly Likely to Churn    
      1197;San Francisco;     4; 69500;Research and Development;              2;    4.109718302;Long           ;Married      ;Master     ;       4.58391216;             ;True    ; 4.31979336;                  0;            2.852382463;Moderately Likely to Churn
      1198;Chicago      ;     9; 61000;Procurement             ;              5;              4;Medium         ;Married      ;High School;      3.333333333;           80;True    ;          4;                  2;                      3;Moderately Likely to Churn
      1199;Atlanta      ;     7; 55500;Human Resources         ;              5;            4.5;Short          ;Married      ;Bachelor   ;      3.333333333;           30;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1200;Atlanta      ;     6; 49500;Administration          ;              1;            3.5;Short          ;Married      ;High School;      3.666666667;           64;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1201;Scranton     ;     6; 53000;Customer Service        ;              3;    2.960134509;Short          ;Single       ;Bachelor   ;      3.536933211;  12.42415892;True    ;3.134536286;                  0;             3.83179533;Moderately Likely to Churn
      1202;Scranton     ;     7; 50500;Customer Service        ;              3;            3.5;Short          ;Married      ;Bachelor   ;                3;           36;True    ;          4;                  1;                      2;Highly Likely to Churn    
      1203;Chicago      ;     4; 47500;Quality Assurance       ;              3;    3.110313254;Short          ;Divorced     ;High School;      4.035162727;   72.2635672;True    ;2.163917211;                  0;             2.38065957;Moderately Likely to Churn
      1204;New York     ;     3; 64000;Research and Development;              2;    3.426451452;Long           ;Single       ;High School;      3.494848917;  79.61435586;True    ;3.771257834;                  0;            3.243210342;Moderately Likely to Churn
      1205;Scranton     ;     9; 53500;Quality Assurance       ;              2;              3;Medium         ;Married      ;High School;      3.666666667;             ;True    ;          4;                  2;                      3;Moderately Likely to Churn
      1206;Boston       ;     2; 69500;Marketing               ;              2;              4;Medium         ;Married      ;Master     ;      3.333333333;           12;True    ;          3;                  0;                      1;Highly Likely to Churn    
      1207;Scranton     ;    15; 84000;Sales                   ;              3;              4;Short          ;Married      ;Master     ;      3.666666667;           12;True    ;          3;                  9;                      3;Moderately Likely to Churn
      1208;Boston       ;     4; 56500;Research and Development;              3;              3;Short          ;Married      ;Bachelor   ;      3.333333333;           18;        ;          3;                  0;                      3;Moderately Likely to Churn
      1209;New York     ;     6; 70000;Facilities Management   ;              4;              4;Short          ;Married      ;High School;                4;           56;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1210;Boston       ;     9; 62000;Customer Service        ;              3;              3;Short          ;Married      ;Bachelor   ;                3;           12;True    ;          4;                  1;                      2;Highly Likely to Churn    
      1211;Miami        ;    12; 65000;Product Management      ;              2;            3.5;Medium         ;Married      ;High School;      3.333333333;           64;True    ;          3;                  6;                      2;Highly Likely to Churn    
      1212;Philadelphia ;     5; 62500;Research and Development;              4;              4;Medium         ;Married      ;Bachelor   ;      3.666666667;           30;        ;          4;                  0;                      3;Moderately Likely to Churn
      1213;Los Angeles  ;    18; 83500;Quality Assurance       ;              5;              3;Medium         ;Divorced     ;Master     ;      2.666666667;           18;True    ;          3;                  7;                      2;Highly Likely to Churn    
      1214;Atlanta      ;     2; 61000;Accounting              ;              4;              4;Long           ;Divorced     ;High School;      3.666666667;           32;True    ;          4;                  0;                      3;Highly Likely to Churn    
      1215;Chicago      ;     3; 50500;Accounting              ;              5;              4;Short          ;Single       ;High School;      3.333333333;             ;True    ;          3;                  0;                      3;Moderately Likely to Churn
      1216;New York     ;     6; 73000;Product Management      ;              5;            2.5;Short          ;Married      ;High School;      3.333333333;           40;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1217;Dallas       ;     4; 56000;Public Relations        ;              5;    4.393665929;Short          ;Single       ;High School;       4.50603002;  80.51040429;True    ; 2.19592674;                  0;            3.723231288;Moderately Likely to Churn
      1218;New York     ;    10; 63500;Customer Service        ;              2;              3;Medium         ;Married      ;Bachelor   ;                3;           24;True    ;          4;                  4;                      3;Moderately Likely to Churn
      1219;Atlanta      ;    10; 65000;IT Support              ;              3;            4.5;Short          ;Divorced     ;Bachelor   ;      3.666666667;           12;True    ;          3;                  4;                      2;Highly Likely to Churn    
      1220;Atlanta      ;    10; 62500;Customer Service        ;              3;              4;Long           ;Single       ;High School;      3.333333333;             ;True    ;          2;                  0;                      1;Highly Likely to Churn    
      1221;Los Angeles  ;    10; 66000;Research and Development;              5;              4;Medium         ;Divorced     ;High School;      3.333333333;             ;True    ;          3;                  4;                      2;Highly Likely to Churn    
      1222;Los Angeles  ;    10; 65500;Customer Service        ;              2;              3;Medium         ;Married      ;High School;      3.333333333;           40;True    ;           ;                  0;                      3;Moderately Likely to Churn
      1223;Seattle      ;     6; 51500;Marketing               ;              4;            3.5;Long           ;Single       ;High School;      3.333333333;           40;True    ;          4;                  0;                      2;Highly Likely to Churn    
      1224;New York     ;     7; 79500;Public Relations        ;              5;            3.5;Short          ;Married      ;Bachelor   ;      3.333333333;             ;True    ;          4;                  1;                      3;Moderately Likely to Churn
      1225;Dallas       ;     5; 66000;Accounting              ;              4;            4.5;Long           ;Married      ;Bachelor   ;      3.666666667;           18;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1226;New York     ;     1; 80500;Marketing               ;              3;            3.5;Short          ;Divorced     ;Master     ;                4;           30;        ;          3;                  0;                      2;Highly Likely to Churn    
      1227;Denver       ;    15; 73000;Legal                   ;              4;              4;Long           ;Single       ;Bachelor   ;                4;           18;True    ;          3;                  4;                      3;Highly Likely to Churn    
      1228;Miami        ;    10; 68500;Marketing               ;              2;            3.5;Medium         ;Married      ;Master     ;                3;             ;        ;          3;                  2;                      2;Highly Likely to Churn    
      1229;Scranton     ;     8; 52500;Quality Assurance       ;              3;              4;Long           ;Married      ;Bachelor   ;      3.666666667;             ;True    ;          3;                  2;                      2;Highly Likely to Churn    
      1230;Chicago      ;    14; 67000;Quality Assurance       ;              1;              4;Short          ;Single       ;High School;                3;           32;True    ;          3;                  8;                      3;Moderately Likely to Churn
      1231;Scranton     ;    11; 53000;Research and Development;              2;              4;Long           ;Married      ;High School;      4.333333333;           80;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1232;Los Angeles  ;    10; 71000;Customer Service        ;              4;              4;Long           ;Married      ;Bachelor   ;                4;           18;True    ;          3;                  0;                      3;Moderately Likely to Churn
      1233;New York     ;     5; 66500;Human Resources         ;              3;    3.697053779;Long           ;Married      ;Bachelor   ;      3.656941603;  23.73682706;True    ;3.991931937;                  0;            2.095541078;Moderately Likely to Churn
      1234;Los Angeles  ;     6; 66500;Sales                   ;              3;            3.5;Short          ;Married      ;High School;      3.333333333;           48;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1235;Chicago      ;     9; 69000;Legal                   ;              4;              4;Long           ;Divorced     ;High School;                4;           80;True    ;          4;                  1;                      2;Highly Likely to Churn    
      1236;Dallas       ;     3; 47500;Administration          ;              2;    2.688420107;Medium         ;Divorced     ;High School;      2.477679296;  72.08722791;True    ;3.258171121;                  0;            3.237680404;Moderately Likely to Churn
      1237;Seattle      ;    13; 75000;IT Support              ;              3;              4;Long           ;Single       ;Bachelor   ;      3.333333333;           30;True    ;          4;                  3;                      2;Highly Likely to Churn    
      1238;Denver       ;    11; 76000;Marketing               ;              5;              4;Long           ;Married      ;Bachelor   ;      3.333333333;             ;True    ;          3;                  1;                      3;Highly Likely to Churn    
      1239;Los Angeles  ;    16; 74000;Marketing               ;              4;              4;Long           ;Married      ;High School;      3.666666667;           64;True    ;          4;                  3;                      3;Moderately Likely to Churn
      1240;Miami        ;     1; 49000;IT Support              ;              4;              4;Long           ;Married      ;High School;      3.333333333;           72;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1241;New York     ;     7; 74500;Sales                   ;              3;            3.5;Medium         ;Single       ;Bachelor   ;                3;           30;True    ;          2;                  0;                      2;Highly Likely to Churn    
      1242;Chicago      ;     4; 63000;Product Management      ;              5;              4;Medium         ;Married      ;Bachelor   ;      3.333333333;             ;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1243;Los Angeles  ;    13; 76000;Accounting              ;              3;              4;Short          ;Divorced     ;Master     ;      3.333333333;             ;True    ;          2;                  2;                      1;Highly Likely to Churn    
      1244;Boston       ;     2; 64000;Marketing               ;              3;            3.5;Medium         ;Single       ;Bachelor   ;      3.333333333;           12;True    ;          4;                  0;                      2;Highly Likely to Churn    
      1245;Boston       ;    11; 76500;Sales                   ;              5;              4;Short          ;Married      ;Bachelor   ;      3.333333333;           18;True    ;          3;                  1;                      2;Highly Likely to Churn    
      1246;Seattle      ;     8; 67500;Sales                   ;              4;            4.5;Short          ;Divorced     ;Bachelor   ;      3.666666667;           24;True    ;          4;                  0;                      2;Highly Likely to Churn    
      1247;Philadelphia ;    10; 77500;Research and Development;              3;              3;Short          ;Single       ;Bachelor   ;                3;           24;True    ;          4;                  1;                      3;Moderately Likely to Churn
      1248;Philadelphia ;    11; 72500;Sales                   ;              3;              4;Medium         ;Married      ;Master     ;      3.666666667;           12;True    ;          4;                  1;                      2;Highly Likely to Churn    
      1249;Philadelphia ;     3; 59500;Research and Development;              5;              4;Medium         ;Divorced     ;High School;      3.666666667;           72;True    ;          3;                  0;                      3;Moderately Likely to Churn
      1250;Los Angeles  ;     3; 69000;Customer Service        ;              4;            3.5;Medium         ;Married      ;Bachelor   ;      3.333333333;           18;True    ;          3;                  0;                      3;Moderately Likely to Churn
      1251;Boston       ;     7; 66500;Human Resources         ;              4;            3.5;Long           ;Married      ;Bachelor   ;                3;            6;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1252;New York     ;    10; 72000;IT Support              ;              2;              4;Medium         ;Single       ;Bachelor   ;                4;           30;True    ;          4;                  2;                      3;Moderately Likely to Churn
      1253;New York     ;     5; 71000;Sales                   ;              3;            3.5;Short          ;Single       ;High School;                3;           32;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1254;New York     ;     8; 76500;Product Management      ;              4;            4.5;Long           ;Married      ;Bachelor   ;      3.666666667;           30;        ;          4;                  0;                      3;Moderately Likely to Churn
      1255;Scranton     ;    20; 70500;Customer Service        ;              3;              4;Short          ;Divorced     ;Master     ;      3.333333333;           12;True    ;          4;                  8;                      2;Highly Likely to Churn    
      1256;Seattle      ;     8; 68500;Marketing               ;              2;            3.5;Long           ;Single       ;Bachelor   ;      3.333333333;             ;True    ;          4;                  0;                      2;Highly Likely to Churn    
      1257;Seattle      ;    17; 94500;IT Support              ;              3;              4;Short          ;Married      ;Master     ;      3.666666667;           12;True    ;          4;                  7;                      3;Moderately Likely to Churn
      1258;Chicago      ;     6; 59000;Human Resources         ;              3;              4;Medium         ;Married      ;High School;      3.333333333;           48;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1259;Boston       ;     6; 69000;Marketing               ;              3;              4;Short          ;Married      ;Bachelor   ;      3.666666667;           12;True    ;          4;                  0;                      2;Highly Likely to Churn    
      1260;Boston       ;     3; 65000;Procurement             ;              5;              4;Short          ;Married      ;Bachelor   ;      3.666666667;           30;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1261;Scranton     ;     4; 40500;Facilities Management   ;              3;            3.5;Long           ;Married      ;High School;                3;           80;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1262;             ;    14; 73500;Public Relations        ;              3;            4.5;Medium         ;Married      ;High School;                3;           72;True    ;          2;                  1;                      3;Highly Likely to Churn    
      1263;Philadelphia ;    22; 85500;IT Support              ;              5;            4.5;Long           ;Married      ;High School;      3.333333333;           72;True    ;          2;                  3;                      2;Highly Likely to Churn    
      1264;New York     ;     5; 65000;Marketing               ;              3;            3.5;Short          ;Single       ;Bachelor   ;                3;           24;True    ;          3;                  0;                      2;Highly Likely to Churn    
      1265;New York     ;     7; 68000;Public Relations        ;              5;              4;Short          ;Divorced     ;Bachelor   ;      3.333333333;           12;True    ;          4;                  0;                      2;Highly Likely to Churn    
      1266;New York     ;     8; 86000;Quality Assurance       ;              4;            3.5;Medium         ;Single       ;Master     ;      3.333333333;           12;True    ;          4;                  1;                      3;Moderately Likely to Churn
      1267;New York     ;     3; 68000;Human Resources         ;              5;              4;Long           ;Married      ;High School;      3.333333333;           56;True    ;          2;                  0;                      2;Highly Likely to Churn    
      1268;Philadelphia ;     8; 64500;Procurement             ;              2;              3;Short          ;Married      ;Bachelor   ;      3.666666667;           18;True    ;           ;                  2;                      3;Moderately Likely to Churn
      1269;New York     ;     3; 71500;Legal                   ;              3;            3.5;Short          ;Divorced     ;High School;      3.666666667;           32;True    ;          3;                  0;                      3;Moderately Likely to Churn
      1270;Philadelphia ;     5; 57000;Human Resources         ;              2;    3.150837057;Short          ;Married      ;High School;      3.087862019;  87.94569911;True    ;2.076559626;                  0;            2.673688831;Moderately Likely to Churn
      1271;San Francisco;     5; 68500;Research and Development;              3;              4;Long           ;Married      ;Bachelor   ;      3.333333333;           18;True    ;          3;                  0;                      1;Highly Likely to Churn    
      1272;Seattle      ;     8; 61500;Sales                   ;              4;            3.5;Long           ;Divorced     ;Bachelor   ;                4;           30;True    ;          4;                  1;                      3;Moderately Likely to Churn
      1273;Scranton     ;     7; 66500;Sales                   ;              1;              4;Short          ;Divorced     ;Bachelor   ;      3.666666667;           30;True    ;          4;                  0;                      3;Moderately Likely to Churn
      1274;Chicago      ;     6; 70000;Sales                   ;              5;              4;Long           ;Married      ;Bachelor   ;      3.666666667;           12;True    ;          3;                  0;                      1;Highly Likely to Churn    
      1275;Philadelphia ;     8; 71000;Research and Development;              3;            3.5;Short          ;Married      ;Bachelor   ;                3;           30;        ;          3;                  2;                      2;Highly Likely to Churn    
      1276;Miami        ;    10; 74000;Sales                   ;              2;            3.5;Medium         ;Single       ;High School;      3.333333333;           72;True    ;          3;                  0;                      3;Highly Likely to Churn    
      1277;San Francisco;    19; 87500;Customer Service        ;              5;            3.5;Long           ;Married      ;Bachelor   ;      3.333333333;           12;True    ;          4;                  5;                      3;Moderately Likely to Churn
      1278;San Francisco;     7; 82000;Sales                   ;              2;            4.5;Short          ;Divorced     ;Bachelor   ;      4.333333333;           18;True    ;          3;                  0;                      3;Moderately Likely to Churn
      1279;Denver       ;     4; 63000;Product Management      ;              5;              3;Medium         ;Single       ;High School;      3.666666667;           40;True    ;          4;                  0;                      4;Highly Likely to Churn    
      1280;Chicago      ;     5; 65500;Sales                   ;              2;              3;Medium         ;Married      ;High School;                3;           40;        ;          3;                  0;                      3;Moderately Likely to Churn
